"NSC_number","smiles","logp","mol_weight","mol_formula"
31049,"O=S(N)(=O)C1=CC=C(C=C1)Br",1.36,236.0829,"C6H6BrNO2S"
31187,"CC(COC(N)=O)C",0.65,117.1474,"C5H11NO2"
31312,"O=C(NC1=CC(=C(C=C1)Cl)Cl)CC",3.07,218.0822,"C9H9Cl2NO"
31352,"CCC1(CC)C(=O)NC(=O)NC1=O",0.65,184.1944,"C8H12N2O3"
31619,"CCC(=O)C1=CC=NC=C1",0.77,135.1652,"C8H9NO"
31718,"CC(C(=O)O)O",-0.72,90.0786,"C3H6O3"
31750,"COC(=O)C1=CCCN(C)C1",0.35,155.1962,"C8H13NO2"
31876,"NC(CF)=O",-1.05,77.0581,"C2H4FNO"
31893,"N(C(=S)N(C)C)C1=CC=CC=C1",1.04,180.2672,"C9H12N2S"
32065,"NC(NO)=O",-1.8,76.0548,"CH4N2O2"
32074,"C1(C(C(OC1CO)N2C(=O)NC(=O)C=N2)O)O",-2.14,245.1914,"C8H11N3O6"
32150,"OC(C1=CC=CC=C1)C2=CC=CC=C2",2.67,184.2372,"C13H12O"
32303,"CCC1(CCCCCC)C(=O)NC(=O)NC1=O",2.46,240.3016,"C12H20N2O3"
32314,"CCCCC1C(=O)NC(=O)NC1=O",0.77,184.1944,"C8H12N2O3"
32328,"CC(CC1(CC)C(=O)NC(=S)NC1=O)=C",2.19,226.2928,"C10H14N2O2S"
32414,"O=C(COC1=CC=CC=C1)OC",1.41,166.1762,"C9H10O3"
32521,"O=C(NC1=CC(=C(C=C1)Cl)Cl)C(C)C",3.72,232.109,"C10H11Cl2NO"
32614,"OCCOCC=C",-0.1,102.1328,"C5H10O2"
32617,"C(COC(=O)C(C)=C)(F)(F)F",1.56,168.1153,"C6H7F3O2"
32635,"C=CCN(CC=C)CC=C",2.59,137.2242,"C9H15N"
32757,"CC(CC1=CC=C(OC)C=C1)N",1.77,165.2346,"C10H15NO"
32797,"NC1=C2C(=NC=N1)[NH]N=N2",-0.96,136.1158,"C4H4N6"
32853,"OCCO",-1.36,62.0682,"C2H6O2"
32953,"C(/C(N)=O)=C/C1=CC=CC=C1",1.43,147.1762,"C9H9NO"
33077,"OC(NC(=O)OCC)C(Cl)(Cl)Cl",1.84,236.4821,"C5H8Cl3NO3"
33299,"CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C",3.27,255.359,"C17H21NO"
33388,"CCC1(C(=O)NC(N1)=O)C2=CC=CC=C2",1.53,204.228,"C11H12N2O2"
33411,"COC1=C2C(=CC(=C1OC)OC)CCC(NC(C)=O)C3=CC(C(=CC=C23)O)=O",1.2,385.4158,"C21H23NO6"
33443,"N(C(=S)NC1CCCCC1)C2CCCCC2",3.69,240.406,"C13H24N2S"
33610,"C1(=CC=CC=C1)C2=CC(=O)SS2",3.01,194.2658,"C9H6OS2"
33792,"NCCC1=C[NH]C=N1",-0.7,111.1462,"C5H9N3"
33836,"C2(=CC=C(NC1=CC=CC=C1)C=C2)[N+](=O)[O-]",3.74,214.2232,"C12H10N2O2"
33840,"CCN(C(=O)C1=CC(=CC=C1)C)CC",2.18,191.2724,"C12H17NO"
33906,"CC(OC1=CC(=CC=C1)[N+](=O)[O-])=O",1.82,181.1476,"C8H7NO4"
33926,"BrCCC1=CC=CC=C1",3.09,185.0631,"C8H9Br"
33942,"BrC1=CC=C(C=C1)Br",3.79,235.9056,"C6H4Br2"
33956,"CCCCOC(=O)C1=CC(=C(O)C(=C1)O)O",2.41,226.2286,"C11H14O5"
34032,"ClCC1=CC=C(Cl)C=C1",3.18,161.0304,"C7H6Cl2"
34266,"O=C1C2=C(C(=O)C=C1)C(=CC=C2)O",1.92,174.1556,"C10H6O3"
34375,"C(N)(N)=O",-2.11,60.0554,"CH4N2O"
34521,"C14(C(C3C(F)(C(C1)O)C2(C(=CC(C=C2)=O)CC3)C)CC(C4(C(CO)=O)O)C)C",1.94,392.4665,"C22H29FO5"
34533,"C13=C(C(C2(O1)C(=CC(=O)CC2C)OC)=O)C(=CC(=C3Cl)OC)OC",2.18,352.7707,"C17H17ClO6"
34544,"NC1=C(I)C=CC=C1",2.32,219.0246,"C6H6IN"
34545,"NC1=CC(=CC=C1)I",2.86,219.0246,"C6H6IN"
34638,"COC(=O)C1=C(C=CC=C1)I",2.74,262.0466,"C8H7IO2"
34652,"CCC1(C(=O)N(C)C(N1)=O)C2=CC=CC=C2",1.69,218.2548,"C12H14N2O2"
35083,"OC1=C2C(=C(Cl)C=C1)C=CC=N2",2.88,179.6055,"C9H6ClNO"
35110,"C(C1=CC=CC=C1)C2=NCCN2",2.65,160.2182,"C10H12N2"
35139,"CC(C(CC1=CC=CC=C1)C(C)=O)=O",1.89,190.2414,"C12H14O2"
35142,"COC1=C(Cl)C=C(Cl)C=C1Cl",4.11,211.4749,"C7H5Cl3O"
35403,"ClC(CCl)CCl",2.27,147.4315,"C3H5Cl3"
35405,"C(=C/C(=O)O)/C=C/C",1.33,112.128,"C6H8O2"
35409,"C=CC1CC2C(CC1)O2",2.08,124.1822,"C8H12O"
35443,"COC1=CC(=CC=C1OC)CC2=C3C(=CC=N2)C=C(OC)C(=C3)OC",2.9,339.3902,"C20H21NO4"
35600,"N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=CC=N2",-0.24,250.2746,"C10H10N4O2S"
35609,"OC4C2C1C(C)(C(C(CCC(NCC(=O)O)=O)C)CC1)C(O)CC2C3(C)CCC(CC3C4)O",1.65,465.6288,"C26H43NO6"
35647,"C(CI)CI",3.02,295.8894,"C3H6I2"
35670,"O(C(C)=O)[Hg]C1=CC=CC=C1",0.71,336.74,"C8H8HgO2"
35679,"C3=CC2=C(C1=CC=CN=C1C=C2)N=C3",2.05,180.2086,"C12H8N2"
35680,"C3=NC2=C(C1=CC=CN=C1C=C2)C=C3",2.05,180.2086,"C12H8N2"
35804,"C(I)I",2.3,267.8358,"CH2I2"
35913,"O=C(COC1=CC(=CC=C1)C)O",1.78,166.1762,"C9H10O3"
36080,"CC1=C(C)N=C(C)C(=N1)C",1.28,136.1962,"C8H12N2"
36225,"OCC1=C(C=NC(=C1O)C)CO",-0.77,169.1798,"C8H11NO3"
36324,"C1(C=CC(=O)C=C1)=O",0.2,108.0964,"C6H4O2"
36678,"O=C3C1C(C2C=CC1C2)C(N3CC(CCCC)CC)=O",3.7,275.39,"C17H25NO2"
36712,"N1=NN=C[NH]1",-0.6,70.0536,"CH2N4"
36718,"OCCN(CCO)CCO",-1.0,149.1894,"C6H15NO3"
36726,"S(C(Cl)(Cl)Cl)N2C(=O)C1CC=CCC1C2=O",2.35,300.5867,"C9H8Cl3NO2S"
36808,"OC1=CC=CC=C1",1.46,94.1128,"C6H6O"
36850,"CC2=CC1=C(C=CC=C1)C=C2C",4.4,156.2268,"C12H12"
36851,"CC2=CC1=C(C=CC(=C1)C)C=C2",4.31,156.2268,"C12H12"
36852,"CC2=CC1=C(C=C(C)C=C1)C=C2",4.31,156.2268,"C12H12"
36931,"[O-][N+](=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]",1.18,213.1062,"C6H3N3O6"
36934,"[O-][N+](=O)C1=C(Cl)C=CC=C1",2.24,157.5561,"C6H4ClNO2"
36935,"ClC1=CC=C(Cl)C=C1",3.44,147.0036,"C6H4Cl2"
36938,"ON=C1C=CC(=O)C=C1",1.08,123.111,"C6H5NO2"
36941,"NC1=CC=C(Cl)C=C1",1.83,127.5731,"C6H6ClN"
36947,"[O-][N+](=O)C1=C(O)C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]",1.33,229.1056,"C6H3N3O7"
36949,"[O-][N+](=O)C1=C(C)C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]",1.6,227.133,"C7H5N3O6"
36973,"OC(=O)C1=CC=C(C(=O)O)C=C1",2.0,166.133,"C8H6O4"
36984,"CC(NC1=CC=CC=C1)=S",1.71,151.2258,"C8H9NS"
37045,"O=S(=O)(C2=C(C1=C(C=CC=C1)C=C2)N)O",-0.97,223.246,"C10H9NO3S"
37066,"ClC2=CC=C(C1=CC=CC=C1)C=C2",4.61,188.6561,"C12H9Cl"
37086,"O=C(OC1=CC=CC=C1)C2=CC=CC=C2",3.59,198.2208,"C13H10O2"
37087,"O=C(OC1=CC=CC=C1)OC2=CC=CC=C2",3.28,214.2202,"C13H10O3"
37116,"O=C(OC(=O)C1=CC=CC=C1)C2=CC=CC=C2",2.26,226.2312,"C14H10O3"
37151,"C1(=CC=CC=C1)NC3=CC2=CC=CC=C2C=C3",4.38,219.2854,"C16H13N"
37212,"CC1=CC(=CC=C1NC(CC(C)=O)=O)C2=CC=C(NC(CC(C)=O)=O)C(=C2)C",1.75,380.4426,"C22H24N2O4"
37327,"NC(=O)C1=CC(=CC=C1)[N+](=O)[O-]",0.77,166.136,"C7H6N2O3"
37397,"[O-][N+](=O)C1=C(Cl)C=CC(=C1)N",2.06,172.5707,"C6H5ClN2O2"
37409,"O=C(COC1=C(C=CC=C1)[N+](=O)[O-])O",1.13,197.147,"C8H7NO5"
37555,"[O-][N+](=O)C1=C(O)C(=CC=C1O)[N+](=O)[O-]",2.1,200.1074,"C6H4N2O6"
37565,"C1=CC2=C(C=C1)C=CC=C2",3.3,128.1732,"C10H8"
37567,"CC(NC1=C(C=C(C)C=C1)C)=O",1.46,163.2188,"C10H13NO"
37569,"OC(=O)C1=C2C(=CC=C1)C=CC=C2",3.1,172.183,"C11H8O2"
37882,"O=C(NCC1=CC=C(OCCN(C)C)C=C1)C2=CC(=C(OC)C(=C2)OC)OC",2.29,388.4626,"C21H28N2O5"
38176,"O=C(COC1=CC=C(C)C=C1)O",1.86,166.1762,"C9H10O3"
38177,"O=C(COC1=CC(=CC=C1)OC)O",1.38,182.1756,"C9H10O4"
38297,"C2(N1C(=O)NC(C(=C1)Br)=O)OC(CO)C(C2)O",-0.29,307.1003,"C9H11BrN2O5"
38452,"ClC(C(=O)OC)(Cl)Cl",2.03,177.4145,"C3H3Cl3O2"
38518,"OC(=O)C1=C(O)C=CC(=C1)C",2.78,152.1494,"C8H8O3"
38608,"CN1C(=S)NC=C1",-0.34,114.1648,"C4H6N2S"
38642,"C1(=C(O)C=CC(=C1)Cl)CC2=C(O)C=CC(=C2)Cl",4.26,269.1268,"C13H10Cl2O2"
38708,"CCC(N)=O",-0.66,73.0944,"C3H7NO"
38768,"NC(=O)C1=C(N)C=CC=C1",0.35,136.153,"C7H8N2O"
38853,"[O-][N+](=O)C2=CC=C1[NH]C(=NC1=C2)C",1.94,177.1622,"C8H7N3O2"
38914,"C1(=CC=CC=C1)N2CCNCC2",1.1,162.234,"C10H14N2"
39017,"O=C(COC1=CC(=C(Cl)C=C1)Cl)O",2.81,221.0396,"C8H6Cl2O3"
39084,"C[N]1C(=C([N+](=O)[O-])N=C1)SC2=C3C(=NC=N2)[NH]C=N3",0.1,277.26,"C9H7N7O2S"
39458,"O=C(CC1=CC=CC=C1)NC(N)=O",0.87,178.1902,"C9H10N2O2"
39461,"C(CCCCCCCC#N)C#N",1.75,164.2498,"C10H16N2"
39471,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)CC2)(F)C(C3)O)CC(C4(C(COC(C)=O)=O)O)C",2.91,434.5037,"C24H31FO6"
39624,"CC(OC1=C(Cl)C=C(Cl)C=C1)C(=O)O",3.43,235.0664,"C9H8Cl2O3"
39661,"C2(N1C(=O)NC(C(=C1)I)=O)OC(CO)C(C2)O",-0.96,354.1008,"C9H11IN2O5"
40027,"O=C(NC1=C(C=CC=C1)C)C(NCCC)C",2.11,220.3138,"C13H20N2O"
40030,"O=C(NC1=C(C=CC=C1C)C)CN(CC)CC",2.26,234.3406,"C14H22N2O"
40144,"O=C(OC1=CC=CC=C1)C2=C(O)C=C(N)C=C2",3.15,229.2348,"C13H11NO3"
40486,"CCCN(C(=O)SCC)CCC",3.21,189.3152,"C9H19NOS"
40511,"CC(OC1=CC(=CC=C1)O)=O",1.23,152.1494,"C8H8O3"
40549,"O=CNC1=CC=C(C=C1)F",1.27,139.1289,"C7H6FNO"
40744,"C1=NC(=C[NH]1)C",0.23,82.1048,"C4H6N2"
40774,"[N]3(C1C(O)C(C(O1)CO)O)C2=C(C(=NC=N2)SC)N=C3",0.09,298.316,"C11H14N4O4S"
40818,"C1(=C2C(=NC=N1)[NH]C=N2)NCC3=CC=CC=C3",1.57,225.2524,"C12H11N5"
40820,"CC1=C(Cl)N=C(C=N1)C",1.5,142.5877,"C6H7ClN2"
40949,"O=C(CCC1=CC=C(C=C1)O)O",1.16,166.1762,"C9H10O3"
41117,"NC(CCN)C(=O)O",-4.64,118.1352,"C4H10N2O2"
41177,"CN1CCN(C)CC1",-0.4,114.19,"C6H14N2"
41205,"[O-][N+](=O)C1=C(C)C=CC(=C1)O",2.18,153.1372,"C7H7NO3"
41360,"CCCCNC",1.33,87.1644,"C5H13N"
41587,"CS(=O)(=O)C1=CC=CC=C1",0.5,156.199,"C7H8O2S"
41590,"CC(=O)C1=CC=C([N+](=O)[O-])C=C1",1.53,165.1482,"C8H7NO3"
41629,"OC(=O)C1=CC=C(CN)C=C1",1.03,151.1646,"C8H9NO2"
41693,"C13=C(C(C(C1=O)C2=CC=CC=C2)=O)C=CC=C3",2.9,222.2428,"C15H10O2"
41701,"CCC1(C(=O)NCNC1=O)C2=CC=CC=C2",0.91,218.2548,"C12H14N2O2"
41805,"N(S(=O)(=O)C1=CC=C(N)C=C1)C3=NC2=C(C=CC=C2)N=C3",1.68,300.3344,"C14H12N4O2S"
41826,"C1(=CC(=CC=C1)Cl)NC(N)=O",1.82,170.5981,"C7H7ClN2O"
41883,"ClC(Cl)(Cl)C1=CC=C(C(Cl)(Cl)Cl)C=C1",4.62,312.8376,"C8H4Cl6"
41889,"OC(=O)C1=C(Cl)C=CC(=C1)Cl",2.82,191.0134,"C7H4Cl2O2"
41931,"O=C(CC1=C(C(=CC=C1Cl)Cl)Cl)O",3.2,239.4853,"C8H5Cl3O2"
42111,"C1(=C(Cl)C=CC=C1)NC(N)=O",1.27,170.5981,"C7H7ClN2O"
42118,"N#C/C=C/C1=CC=CC=C1",1.96,129.161,"C9H7N"
42172,"C1(=CC=CC(=C1)SSC2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-]",4.06,308.3262,"C12H8N2O4S2"
42289,"CN(C(C(O)C1=CC=CC=C1)C)C",1.7,179.2614,"C11H17NO"
42449,"O=C2C1=C(C=CC=C1)N(C2=O)C",0.58,161.1598,"C9H7NO2"
42752,"FC(C(=O)C1=CC=CC=C1)(F)F",2.15,174.1221,"C8H5F3O"
42861,"CC(=O)C1=CC=C[NH]1",0.93,109.1274,"C6H7NO"
42895,"CN(C(=O)C1=CC=CC=C1)C2=CC=CC=C2",2.36,211.2628,"C14H13NO"
42944,"CNC(=O)C1=CC=CC=C1",0.86,135.1652,"C8H9NO"
43025,"FC(F)(F)C1=CC(=CC=C1)C(=O)O",2.95,190.1215,"C8H5F3O2"
43045,"CC(C)(C)C1=CC=C(N)C=C1",2.7,149.2352,"C10H15N"
43148,"CC(OC1=CC=C(OC)C=C1)=O",1.54,166.1762,"C9H10O3"
43196,"[O-][N+](=O)C1=C(Cl)C=C(Cl)C=C1",3.07,192.0012,"C6H3Cl2NO2"
43242,"O=C(C(CC1=CC=CC=C1)NC(C)=O)O",0.93,207.2286,"C11H13NO3"
43244,"CC(OC1=CC=C(C)C=C1)=O",2.11,150.1768,"C9H10O2"
43346,"[Si](O[Si](C)(C)C)(C)(C)C",4.2,162.3796,"C6H18OSi2"
43432,"ClC1=C(Cl)C=CC=C1Cl",4.05,181.4487,"C6H3Cl3"
43544,"ClC1=NC=CC=N1",0.36,114.5341,"C4H3ClN2"
43794,"O=CC1=CC(=CC=C1)OC",1.71,136.15,"C8H8O2"
44059,"O=C2C1=C(C=CC=C1)C(N2C)=O",1.31,161.1598,"C9H7NO2"
44090,"CC(CC1=CC=CC=C1)(C)N",1.9,149.2352,"C10H15N"
44345,"OC1=C2C(=C(Cl)C=C1)C=CC=C2",3.94,178.6177,"C10H7ClO"
44432,"CN1C(=O)NC(C=C1)=O",-1.2,126.1146,"C5H6N2O2"
44599,"O(C1=CC=CC=C1)P2OCCO2",1.42,184.1311,"C8H9O3P"
44627,"O=S2(=O)C1=CC(=C(C=C1NCN2)C(F)(F)F)S(N)(=O)=O",0.36,331.2841,"C8H8F3N3O4S2"
44634,"N(S(=O)(=O)C1=CC=C(Cl)C=C1)C(NCCC)=O",2.27,276.7373,"C10H13ClN2O3S"
44682,"C(CCOC(N)=O)C1=CC=CC=C1",1.96,179.2182,"C10H13NO2"
44970,"C12=C(C=CC=C1)[NH]C(=N2)C3=CC=CC=C3",3.24,194.2354,"C13H10N2"
45357,"O=S(NO)(=O)C1=CC=CC=C1",0.48,173.1862,"C6H7NO3S"
45403,"CCN(C(N)=O)N=O",0.23,117.1072,"C3H7N3O2"
45410,"[NH]1C=CC=N1",0.26,68.078,"C3H4N2"
45639,"C(CN(C(N)=O)N=O)CC",1.04,145.1608,"C5H11N3O2"
46078,"ClC3=CC1=C(NC(=O)CN=C1C2=CC=CC=C2)C=C3",2.93,270.7177,"C15H11ClN2O"
46096,"O1C(C1)CO",-0.95,74.0792,"C3H6O2"
46124,"O=C(OCC1=CC=CC=C1)CC(C)C",3.26,192.2572,"C12H16O2"
46161,"O=C(/C=C/C1=CC=CC=C1)OC/C=C/C2=CC=CC=C2",4.45,264.3232,"C18H16O2"
46443,"O=S1(=O)CCCC1",-0.77,120.166,"C4H8O2S"
46632,"CC(=O)C1=CC(=CC=C1)C",2.15,134.1774,"C9H10O"
46703,"OC(=O)C1CCCN1",-2.54,115.1316,"C5H9NO2"
46704,"OC(=O)C1CC(O)CN1",-3.17,131.131,"C5H9NO3"
46707,"C(C(NCC(=O)NCC(=O)O)=O)N",-2.68,189.1706,"C6H11N3O4"
46782,"O=C(NC1=CC=CC=C1)NCC",1.64,164.2066,"C9H12N2O"
46792,"C(CN(C(N)=O)N=O)C",0.3,131.134,"C4H9N3O2"
46823,"OC(=O)C1=CC(=C([N+](=O)[O-])C=C1)O",1.98,183.1202,"C7H5NO5"
46931,"C23=C(CC1=CC=CC=C1O2)C=CC=C3",4.23,182.2214,"C13H10O"
47014,"N(C(=N)N(C)C)(C)C",0.41,115.1778,"C5H13N3"
47175,"[O-][N+](=O)C1=C3C(=CC2=C1C=CC=C2)C=CC=C3",4.78,223.2306,"C14H9NO2"
47354,"OCC1=CC=CC=N1",0.06,109.1274,"C6H7NO"
47439,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)C(C2)F)C(C3)O)CCC4(C(CO)=O)O",1.51,378.4397,"C21H27FO5"
48130,"OC(=O)C1=CC=C[NH]1",0.85,111.1,"C5H5NO2"
48131,"COC(=O)C1=CC=C[NH]1",1.17,125.1268,"C6H7NO2"
48464,"[O-][N+](=O)C1=C(NN=C)C=CC(=C1)[N+](=O)[O-]",2.33,210.1488,"C7H6N4O4"
48954,"C3=NC1=C(C2=C(C=C1)C=CC=C2)N=C3",2.51,180.2086,"C12H8N2"
49108,"N#CCC1=CC=C(C=C1)Cl",2.47,151.5951,"C8H6ClN"
49139,"CC1=NC=C(C)N=C1",0.63,108.1426,"C6H8N2"
49147,"[O-][N+](=O)C1=C(C)C(=CC=C1)Cl",3.09,171.5829,"C7H6ClNO2"
49170,"O=C2NC1=C(C=CC=C1)CC2",1.34,147.1762,"C9H9NO"
49172,"OC(=O)C1=C(O)C=CC=C1O",2.2,154.122,"C7H6O4"
49178,"O=CC1=C(C=CC=C1)O",1.81,122.1232,"C7H6O2"
49346,"O=C(CNC(=O)CN)O",-2.92,132.1188,"C4H8N2O3"
49420,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)C(C3)=O)CCC4(C(COC(C)=O)=O)O",2.1,402.4864,"C23H30O6"
49579,"ClC1=C(Cl)C(=C(N)C(=C1Cl)Cl)Cl",4.82,265.3535,"C6H2Cl5N"
49589,"O=C(COC1=CC=C(F)C=C1)O",1.64,170.1399,"C8H7FO3"
49802,"O=C(COC1=CC(=CC=C1)C(C)=O)O",0.98,194.1866,"C10H10O4"
50334,"CC(=O)N1C(=O)CCC1",-0.05,127.1426,"C6H9NO2"
50364,"OCC[N]1C(=CN=C1C)[N+](=O)[O-]",-0.02,171.1554,"C6H9N3O3"
50393,"O=C2C1=C(C=CC=C1)OC(C2)C3=CC=CC=C3",3.14,224.2586,"C15H12O2"
50660,"[O-][N+](=O)C1=C(Cl)C=C(Cl)C(=C1)Cl",3.48,226.4463,"C6H2Cl3NO2"
50729,"ClC1=C(Cl)C(=CC=C1Cl)Cl",4.6,215.8938,"C6H2Cl4"
51111,"C1=CC=CN=N1",-0.72,80.089,"C4H4N2"
51242,"C(CCCCCCC#N)#N",0.59,136.1962,"C8H12N2"
51296,"C1C=CC(=O)O1",-0.6,84.0744,"C4H4O2"
51783,"CC(NC1=C(C=CC=C1)F)=O",1.03,153.1557,"C8H8FNO"
51786,"FC1=C2C(=CC=C1)C=CC=N2",2.19,147.1515,"C9H6FN"
51869,"[O-][N+](=O)C1=C(F)C=CC=C1",1.69,141.1015,"C6H4FNO2"
52209,"O=C(CCC(OC)=O)OC",0.35,146.1426,"C6H10O4"
52216,"[O-][N+](=O)C1=C(C=C(C)C=C1)[N+](=O)[O-]",2.08,182.1354,"C7H6N2O4"
52563,"O=C(CCCCCC(=O)OC)OC",1.38,188.223,"C9H16O4"
52954,"C1(=CC(=C(N)C=C1)Cl)CC2=CC(=C(C=C2)N)Cl",3.91,267.1572,"C13H12Cl2N2"
52964,"O(P(=S)(OCC)OCC)C1=C(Cl)C=C(Cl)C=C1",5.14,315.1507,"C10H13Cl2O3PS"
52966,"CC1=C2C(=CC=C1)C=C(C)C=C2",4.44,156.2268,"C12H12"
53137,"NC(=O)C1=C(Cl)C=CC=C1Cl",0.77,190.0286,"C7H5Cl2NO"
53172,"CC(/C=N/O)=O",0.34,87.078,"C3H5NO2"
53477,"O=S2(=O)C1=CC(=C(C=C1NCN2)Cl)S(N)(=O)=O",-0.07,297.7309,"C7H8ClN3O4S2"
53548,"BrC1=CC(=CC=C1)Cl",3.7,191.4546,"C6H4BrCl"
53553,"CC(CC1=CC=CC=C1)O",1.97,136.1932,"C9H12O"
53556,"CCNC(N)=O",-0.74,88.109,"C3H8N2O"
53558,"N#CC1=C(C=CC=C1)O",1.61,119.1226,"C7H5NO"
53667,"FC(F)(F)C1=C(C=CC(=C1)NC(C)=O)Cl",3.33,237.6086,"C9H7ClF3NO"
53841,"[O-][N+](=O)C1=CC(=CC(=C1)Cl)Cl",3.09,192.0012,"C6H3Cl2NO2"
54182,"OC(=O)C1=C(O)C=C(NC(C)=O)C=C1",1.62,195.1744,"C9H9NO4"
54546,"C(CN(C)C)N1C3=C(SC2=C1C=CC=C2)C=CC=C3",4.2,270.3916,"C16H18N2S"
54702,"C14(C(C3C(F)(C(C1)O)C2(C(=CC(C=C2)=O)C(C3)F)C)CC(C4(C(CO)=O)O)C)C",1.94,410.457,"C22H28F2O5"
54711,"C1C(CCCC1)O",1.23,100.1602,"C6H12O"
54990,"NNC(=O)C1=CC=C(Cl)C=C1",1.18,170.5981,"C7H7ClN2O"
55519,"[O-][N+](=O)C1=CC=C(CCO)C=C1",1.12,167.164,"C8H9NO3"
55746,"OC(=O)C1=CC(=CC=C1)O",1.5,138.1226,"C7H6O3"
55929,"CC2C(OC1C(O)C(N(C)C)CC(O1)C)C(C)(O)CC(C)C(=O)C(C)C(O)C(C(OC(C(C2OC3CC(OC)(C)C(O)C(O3)C)C)=O)CC)(C)O",2.54,733.9352,"C37H67NO13"
56127,"NC1CC1",0.07,57.095,"C3H7N"
56380,"O=S(=O)(OCC)OCC",1.14,154.1806,"C4H10O4S"
56408,"[N]3(C1C(O)C(C(O1)CO)O)C2=NC=NC(=C2C=C3)N",-0.8,266.256,"C11H14N4O4"
56532,"C14(C(C2(C5(Cl)C3(C(C(Cl)(C1(Cl)C23Cl)C45Cl)(Cl)Cl)Cl)Cl)=O)Cl",5.41,490.6394,"C10Cl10O"
56772,"O(OC(C)(C)C1=CC=CC=C1)C(C)(C)C2=CC=CC=C2",5.5,270.3706,"C18H22O2"
56809,"[O-][N+](=O)C1=C(O)C=CC(=C1)N",0.96,154.125,"C6H6N2O3"
56815,"ClC1=C2C(=CC=C1)C=CC=N2",2.44,163.6061,"C9H6ClN"
57197,"O=C(/C=C/C1=CC=C(C(=C1)O)O)O",1.15,180.1598,"C9H8O4"
57378,"OCCOC(=O)C1=CC=CC=C1",1.12,166.1762,"C9H10O3"
57455,"C2=CC1=C4C(=C3C(=C1C=C2)C=CC=C3)C=CC=C4",5.49,228.2928,"C18H12"
57649,"C(CCCCCCCCCOC(=O)CCC)CC",6.51,256.4276,"C16H32O2"
57654,"O=C2C1=C(C=C(C=C1O)O)OC(C2)C3=CC=C(OC)C(=C3)O",2.6,302.283,"C16H14O6"
57739,"NC2=NC1=C(C=CC=C1)C=C2",1.87,144.1756,"C9H8N2"
57858,"O1CCCC1",0.46,72.1066,"C4H8O"
57860,"O1CCCC=C1",0.69,84.1176,"C5H8O"
57861,"CCCCCOC(N)=O",1.35,131.1742,"C6H13NO2"
57868,"O=P(OC1=CC=CC=C1)(OC2=CC=CC=C2)OC3=CC=CC=C3",4.59,326.2879,"C18H15O4P"
57916,"CSC1=CC=CC=C1",2.74,124.2002,"C7H8S"
58374,"N1=NC2=C(C=C1)C=CC=C2",0.93,130.1488,"C8H6N2"
58383,"NCCCCC(=O)O",-2.63,117.1474,"C5H11NO2"
58388,"NC2=CC1=C(N=CC=C1)C=C2",1.28,144.1756,"C9H8N2"
58389,"NC2=CC1=NC=CC=C1C=C2",1.28,144.1756,"C9H8N2"
58427,"[O-][N+](=O)C1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl",4.64,295.3365,"C6Cl5NO2"
58553,"CC1=CC=C2C(=N1)C(=CC=C2)O",2.33,159.1872,"C10H9NO"
58578,"O=C(CCCC(=O)OC)OC",0.62,160.1694,"C7H12O4"
58775,"[O-][N+](=O)C3=CC1=C(NC(=O)CN=C1C2=CC=CC=C2)C=C3",2.25,281.2702,"C15H11N3O3"
58952,"O=C(NC1=CC=CC=C1)CC",1.61,149.192,"C9H11NO"
58960,"O=CC1=C(C=CC=C1)OC",1.72,136.15,"C8H8O2"
58969,"CCC(=O)O",0.33,74.0792,"C3H6O2"
58985,"P(=O)(OC)(OC)OC",-0.65,140.0755,"C3H9O4P"
59008,"C(CCCCCC(=O)O)N",-3.03,145.201,"C7H15NO2"
59017,"O=C1CCCCCCCN1",0.67,141.2126,"C8H15NO"
59019,"C(CCCCCCC(=O)O)N",-2.55,159.2278,"C8H17NO2"
59260,"O=C(/C=C/C1=CC=C(O)C=C1)O",1.46,164.1604,"C9H8O3"
59388,"CC1=C2C(=CC=C1)C(=CC=C2)C",4.38,156.2268,"C12H12"
59389,"CCC2=CC1=C(C=CC=C1)C=C2",4.38,156.2268,"C12H12"
59390,"CCC1=C2C(=CC=C1)C=CC=C2",4.4,156.2268,"C12H12"
59697,"N#CC1=CC=CC=N1",0.45,104.111,"C6H4N2"
59700,"OC1=CC(=CC=C1)Cl",2.5,128.5579,"C6H5ClO"
59710,"O=C1CCCC=C1",0.61,96.1286,"C6H8O"
59719,"CC(OC(C)=O)(C)C",1.76,116.1596,"C6H12O2"
59726,"COCCOCCOC",-0.36,134.1748,"C6H14O3"
59799,"OCCCC",0.88,74.1224,"C4H10O"
59813,"CC(CC(C1=CC=CC=C1)C3=C(O)C2=C(C=CC=C2)OC3=O)=O",2.6,308.333,"C19H16O4"
